a_name,a_form,a_anime,a_tier,a_attack,a_speed,a_durability,a_intelligence,a_stamina,a_lifting_strength,a_striking_strength,a_durability_negation,a_regeneration,a_power_amplification,a_mobility_hax,a_time_space_manip,a_mind_soul_hax,a_resistance_physical,a_resistance_hax,b_name,b_form,b_anime,b_tier,b_attack,b_speed,b_durability,b_intelligence,b_stamina,b_lifting_strength,b_striking_strength,b_durability_negation,b_regeneration,b_power_amplification,b_mobility_hax,b_time_space_manip,b_mind_soul_hax,b_resistance_physical,b_resistance_hax,winner
Hisoka Morow,Ryu and Ko,Hunter x Hunter,13.0,13.0,3.67,13.0,9.0,5.0,5.35,13.0,2.0,3.5,3.0,4.5,1.0,1.5,3.0,2.0,Omni-Man,Final Battle Peak (Comics),Invincible,31.33,31.33,11.48,31.33,8.0,5.0,22.5,31.33,2.5,4.5,2.0,4.5,1.0,1.0,7.5,3.0,
Asta,Perfect Devil Union / Zetten,Black Clover,31.33,31.33,11.48,31.33,9.0,5.0,22.5,31.33,8.5,5.0,8.5,7.0,2.0,2.5,8.0,9.5,Meliodas,True Magic Form,Seven Deadly Sins,57.8,57.8,9.43,57.8,9.0,5.0,19.5,57.8,8.0,8.5,9.5,7.0,6.0,6.5,8.0,8.0,
Megumi Fushiguro,Mahoraga,Jujutsu Kaisen,15.12,15.12,1.87,15.12,7.0,4.0,7.5,16.119999999999997,5.5,2.0,7.0,4.5,1.0,1.0,5.0,5.5,Killua Zoldyck,Godspeed,Hunter x Hunter,13.0,13.0,5.51,13.0,8.0,5.0,4.85,13.0,3.5,1.0,5.5,7.0,1.0,2.0,3.5,4.0,
Noelle Silva,Saint Valkyrie / Spirit Dive,Black Clover,29.59,29.59,8.83,27.18,8.0,5.0,7.5,29.59,4.5,2.5,7.0,5.5,1.0,1.5,7.5,6.0,Invincible,Post-Resurrections (Comics),Invincible,36.02,32.9,11.48,32.9,8.0,5.0,23.0,32.9,2.5,4.5,2.5,3.5,1.0,1.0,7.0,2.5,
Naruto Uzumaki,Baryon Mode,Naruto,51.38,51.38,10.93,51.38,9.0,5.0,22.5,51.38,3.0,4.0,8.0,3.5,1.5,2.0,6.5,5.0,Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),Naruto,34.7,33.3,9.93,33.3,8.0,5.0,22.5,33.3,7.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,
Toji Fushiguro,Peak Form,Jujutsu Kaisen,15.12,15.12,3.07,15.12,8.0,5.0,7.5,15.12,3.0,1.0,2.0,4.5,1.0,1.0,5.5,6.5,Cell,Perfect Form,Dragon Ball Universe,51.38,43.98,11.48,43.98,9.0,5.0,10.5,43.98,4.5,8.5,7.5,5.5,1.0,1.5,7.5,6.0,
Gowther,Emotions Restored,Seven Deadly Sins,51.38,51.38,7.85,51.38,9.0,100.0,16.5,51.38,4.0,2.0,3.5,2.5,1.0,9.5,5.0,6.0,Atom Eve,Second Resurrection (Comics),Invincible,31.33,31.33,5.51,31.33,9.0,3.0,22.5,2.25,9.0,9.5,8.5,7.0,1.5,1.5,9.0,7.5,
Isaac Netero,Zero Hand Active,Hunter x Hunter,17.02,17.02,4.87,13.0,9.0,5.0,7.5,15.12,5.0,1.0,7.0,2.5,1.0,2.0,4.5,3.5,Homelander,V1 (Comics),The Boys,8.17,11.14,3.07,11.14,7.0,5.0,5.35,11.14,1.5,2.5,1.0,3.0,1.0,1.0,5.0,2.0,
Frieza,Black Frieza Form,Dragon Ball Universe,97.0,96.5,11.48,96.5,8.0,5.0,10.5,96.5,4.0,7.0,9.5,6.5,2.0,1.5,9.5,7.0,Ban,Post-Purgatory with Snatch,Seven Deadly Sins,57.8,57.8,9.43,57.8,8.0,100.0,20.0,57.8,4.0,8.5,7.5,4.5,1.0,1.5,8.0,6.5,
Hisoka Morow,Ryu and Ko,Hunter x Hunter,13.0,13.0,3.67,13.0,9.0,5.0,5.35,13.0,2.0,3.5,3.0,4.5,1.0,1.5,3.0,2.0,Isaac Netero,Zero Hand Active,Hunter x Hunter,17.02,17.02,4.87,13.0,9.0,5.0,7.5,15.12,5.0,1.0,7.0,2.5,1.0,2.0,4.5,3.5,
Merlin,Infinity Active,Seven Deadly Sins,57.8,57.8,8.93,57.8,10.0,5.0,19.5,57.8,7.0,2.5,7.5,7.0,7.5,6.0,6.0,8.0,Diane,Post-Training / Gideon,Seven Deadly Sins,51.38,51.38,8.93,57.8,8.0,5.0,16.5,51.38,2.5,2.0,4.0,2.0,1.0,1.0,5.5,3.0,
Might Guy,Eight Gates,Naruto,33.3,32.4,8.93,32.4,8.0,5.0,19.5,32.4,2.0,1.0,9.0,3.0,1.0,1.0,5.5,3.0,Ban,Post-Purgatory with Snatch,Seven Deadly Sins,57.8,57.8,9.43,57.8,8.0,100.0,20.0,57.8,4.0,8.5,7.5,4.5,1.0,1.5,8.0,6.5,
Yuno,Spirit of Zephyr / Spirit Dive,Black Clover,29.68,30.26,11.48,30.26,9.0,5.0,22.5,30.26,4.5,2.0,7.0,7.5,4.0,1.5,5.5,5.5,Yami Sukehiro,Death Thrust / Final War,Black Clover,27.18,27.18,8.93,27.18,7.0,5.0,22.5,27.18,7.0,1.5,6.5,6.5,5.0,1.0,6.0,6.0,
Sasuke Uchiha,New Era / Susano'o,Naruto,34.7,34.7,9.93,33.3,9.0,5.0,22.5,33.3,5.0,2.0,6.5,6.0,7.5,6.5,7.0,6.0,Katsuki Bakugo,Cluster / Plus Ultra,My Hero Academia,23.04,24.12,8.93,23.04,8.0,5.0,5.35,12.12,2.0,1.0,5.5,4.5,1.0,1.0,4.0,2.0,
Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),Naruto,34.7,33.3,9.93,33.3,8.0,5.0,22.5,33.3,7.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,Minato Namikaze,Edo Tensei,Naruto,27.18,27.18,8.93,27.18,10.0,100.0,16.5,27.18,3.5,2.0,5.5,9.5,7.0,2.0,5.5,4.0,
All For One,Rewind Drug / Omni-Factor,My Hero Academia,24.12,24.12,8.48,23.04,9.0,5.0,16.5,24.12,5.0,7.0,8.5,5.0,2.0,4.0,6.5,6.0,Piccolo,Orange Form / Super Hero Arc,Dragon Ball Universe,97.0,96.5,11.48,96.5,9.0,5.0,13.5,96.5,4.0,7.5,8.0,6.5,2.0,2.5,8.5,6.5,
Shoto Todoroki,Flashfreeze Heatwave,My Hero Academia,23.04,24.12,8.33,23.04,8.0,5.0,16.5,23.04,2.5,1.0,4.5,2.5,1.0,1.0,4.0,2.0,Meruem,Post-Rose / Great King,Hunter x Hunter,18.12,18.62,4.87,18.62,10.0,5.0,7.5,18.62,6.0,8.0,7.5,4.0,1.0,3.5,8.0,6.5,
Geto Suguru,Curse Manipulation / Adult,Jujutsu Kaisen,15.12,15.12,3.07,15.12,8.0,5.0,7.5,15.12,5.0,2.0,6.5,4.5,2.0,6.0,4.5,4.5,Nanami Kento,Shibuya Incident Peak,Jujutsu Kaisen,12.12,11.62,1.87,11.62,8.0,5.0,3.35,11.14,4.5,1.0,3.0,2.0,1.0,1.0,3.0,2.5,
Naruto Uzumaki,Baryon Mode,Naruto,51.38,51.38,10.93,51.38,9.0,5.0,22.5,51.38,3.0,4.0,8.0,3.5,1.5,2.0,6.5,5.0,Thragg,Post-Timeskip (Comics),Invincible,36.02,31.33,11.48,31.33,8.0,5.0,22.5,31.33,2.5,5.0,2.5,4.0,1.0,1.0,8.5,3.5,
Ryomen Sukuna,True Form / Full Power,Jujutsu Kaisen,17.02,17.02,8.93,15.62,9.0,5.0,10.5,16.119999999999997,8.0,8.0,7.5,6.5,7.5,7.5,7.5,8.0,Thragg,Post-Timeskip (Comics),Invincible,36.02,31.33,11.48,31.33,8.0,5.0,22.5,31.33,2.5,5.0,2.5,4.0,1.0,1.0,8.5,3.5,
Piccolo,Orange Form / Super Hero Arc,Dragon Ball Universe,97.0,96.5,11.48,96.5,9.0,5.0,13.5,96.5,4.0,7.5,8.0,6.5,2.0,2.5,8.5,6.5,Yuno,Spirit of Zephyr / Spirit Dive,Black Clover,29.68,30.26,11.48,30.26,9.0,5.0,22.5,30.26,4.5,2.0,7.0,7.5,4.0,1.5,5.5,5.5,
Kakashi Hatake,DMS (Dual Mangekyo Sharingan),Naruto,31.33,33.3,9.93,33.3,9.0,5.0,19.5,33.3,3.5,1.0,4.0,7.5,7.0,2.0,5.5,5.0,Atom Eve,Second Resurrection (Comics),Invincible,31.33,31.33,5.51,31.33,9.0,3.0,22.5,2.25,9.0,9.5,8.5,7.0,1.5,1.5,9.0,7.5,
Kaguya Otsutsuki,Truth Seeker Orbs,Naruto,51.38,51.38,10.93,33.3,6.0,5.0,22.5,33.3,8.5,7.0,6.5,8.0,9.0,7.0,8.0,8.0,Minato Namikaze,Edo Tensei,Naruto,27.18,27.18,8.93,27.18,10.0,100.0,16.5,27.18,3.5,2.0,5.5,9.5,7.0,2.0,5.5,4.0,
Future Trunks,Sword of Hope / Zamasu Fight,Dragon Ball Universe,97.0,96.5,11.48,96.5,8.0,5.0,10.5,96.5,5.0,1.5,9.0,6.0,4.0,1.0,8.5,7.0,Killua Zoldyck,Godspeed,Hunter x Hunter,13.0,13.0,5.51,13.0,8.0,5.0,4.85,13.0,3.5,1.0,5.5,7.0,1.0,2.0,3.5,4.0,
Izuku Midoriya,Fa Jin / Gearshift / Full cowl,My Hero Academia,27.18,27.18,9.43,25.77,8.0,5.0,16.5,27.18,2.5,1.5,7.5,5.5,2.0,1.0,5.5,3.0,Asta,Perfect Devil Union / Zetten,Black Clover,31.33,31.33,11.48,31.33,9.0,5.0,22.5,31.33,8.5,5.0,8.5,7.0,2.0,2.5,8.0,9.5,
Muzan,True Form,Demon Slayer,16.92,16.92,8.35,16.02,9.0,100.0,5.35,16.92,3.0,7.5,4.0,4.0,1.0,3.0,6.5,4.0,Yami Sukehiro,Death Thrust / Final War,Black Clover,27.18,27.18,8.93,27.18,7.0,5.0,22.5,27.18,7.0,1.5,6.5,6.5,5.0,1.0,6.0,6.0,
Gohan,Beast Form / Super Hero Arc,Dragon Ball Universe,97.0,96.5,11.48,96.5,8.0,5.0,10.5,96.5,5.0,1.5,9.0,7.5,1.5,1.0,9.0,6.5,Diane,Post-Training / Gideon,Seven Deadly Sins,51.38,51.38,8.93,57.8,8.0,5.0,16.5,51.38,2.5,2.0,4.0,2.0,1.0,1.0,5.5,3.0,
Meliodas,True Magic Form,Seven Deadly Sins,57.8,57.8,9.43,57.8,9.0,5.0,19.5,57.8,8.0,8.5,9.5,7.0,6.0,6.5,8.0,8.0,Gowther,Emotions Restored,Seven Deadly Sins,51.38,51.38,7.85,51.38,9.0,100.0,16.5,51.38,4.0,2.0,3.5,2.5,1.0,9.5,5.0,6.0,
Feitan Portor,Pain Packer,Hunter x Hunter,13.0,13.89,3.37,13.89,7.0,5.0,4.55,13.0,5.0,1.0,6.0,3.0,1.0,1.0,5.5,3.5,Hulk,Devil Hulk (Comics),Marvel,94.5,94.5,11.48,94.5,10.0,5.0,100.0,94.5,4.0,9.0,8.5,2.5,1.5,4.0,9.5,8.0,
Satoru Gojo,Shinjuku Showdown Arc,Jujutsu Kaisen,17.02,15.12,3.07,15.12,9.0,5.0,7.5,15.12,7.0,1.0,2.0,6.5,6.0,7.5,8.0,7.0,Frieza,Black Frieza Form,Dragon Ball Universe,97.0,96.5,11.48,96.5,8.0,5.0,10.5,96.5,4.0,7.0,9.5,6.5,2.0,1.5,9.5,7.0,
All Might,Prime,My Hero Academia,27.18,24.89,8.93,24.89,8.0,5.0,16.5,24.89,1.5,1.5,4.0,2.0,1.0,1.0,5.5,2.0,Supreme Deity,Full Power,Seven Deadly Sins,51.38,51.38,8.93,57.8,9.0,5.0,19.5,51.38,7.0,7.0,7.0,6.0,6.0,7.5,8.0,8.0,
Katsuki Bakugo,Cluster / Plus Ultra,My Hero Academia,23.04,24.12,8.93,23.04,8.0,5.0,5.35,12.12,2.0,1.0,5.5,4.5,1.0,1.0,4.0,2.0,Cell,Perfect Form,Dragon Ball Universe,51.38,43.98,11.48,43.98,9.0,5.0,10.5,43.98,4.5,8.5,7.5,5.5,1.0,1.5,7.5,6.0,
Asta,Perfect Devil Union / Zetten,Black Clover,31.33,31.33,11.48,31.33,9.0,5.0,22.5,31.33,8.5,5.0,8.5,7.0,2.0,2.5,8.0,9.5,Thor,Rune King Thor (Comics),Marvel,99.25,99.25,100.0,99.25,8.0,5.0,100.0,99.25,9.5,9.0,9.5,9.0,9.5,9.0,9.5,9.5,
Asta,Perfect Devil Union / Zetten,Black Clover,31.33,31.33,11.48,31.33,9.0,5.0,22.5,31.33,8.5,5.0,8.5,7.0,2.0,2.5,8.0,9.5,Zeldris,3rd Demon Mark,Seven Deadly Sins,57.8,57.8,9.43,57.8,9.0,5.0,16.5,57.8,6.5,6.5,7.5,6.5,2.0,7.5,7.5,7.5,
Piccolo,Orange Form / Super Hero Arc,Dragon Ball Universe,97.0,96.5,11.48,96.5,9.0,5.0,13.5,96.5,4.0,7.5,8.0,6.5,2.0,2.5,8.5,6.5,Escanor,The One Ultimate,Seven Deadly Sins,57.8,57.8,9.43,57.8,8.0,5.0,19.5,57.8,5.0,2.5,9.5,4.0,1.0,1.5,8.5,7.0,
Kaguya Otsutsuki,Truth Seeker Orbs,Naruto,51.38,51.38,10.93,33.3,6.0,5.0,22.5,33.3,8.5,7.0,6.5,8.0,9.0,7.0,8.0,8.0,Vegeta,Ultra Ego / Granolah Arc Peak,Dragon Ball Universe,97.0,96.5,11.48,96.5,7.0,5.0,10.5,96.5,5.0,2.5,9.5,8.0,5.5,2.5,9.0,8.0,
Katsuki Bakugo,Cluster / Plus Ultra,My Hero Academia,23.04,24.12,8.93,23.04,8.0,5.0,5.35,12.12,2.0,1.0,5.5,4.5,1.0,1.0,4.0,2.0,Hisoka Morow,Ryu and Ko,Hunter x Hunter,13.0,13.0,3.67,13.0,9.0,5.0,5.35,13.0,2.0,3.5,3.0,4.5,1.0,1.5,3.0,2.0,
Merlin,Infinity Active,Seven Deadly Sins,57.8,57.8,8.93,57.8,10.0,5.0,19.5,57.8,7.0,2.5,7.5,7.0,7.5,6.0,6.0,8.0,Estarossa,Post-Commandment Absorption,Seven Deadly Sins,51.38,51.38,7.85,51.38,7.0,5.0,16.5,51.38,6.5,7.0,8.0,5.0,2.0,7.0,7.5,7.5,
Ryomen Sukuna,True Form / Full Power,Jujutsu Kaisen,17.02,17.02,8.93,15.62,9.0,5.0,10.5,16.119999999999997,8.0,8.0,7.5,6.5,7.5,7.5,7.5,8.0,Diane,Post-Training / Gideon,Seven Deadly Sins,51.38,51.38,8.93,57.8,8.0,5.0,16.5,51.38,2.5,2.0,4.0,2.0,1.0,1.0,5.5,3.0,
Tomura Shigaraki,Post-Surgery / Complete,My Hero Academia,25.77,25.77,8.48,25.77,9.0,5.0,16.5,24.12,8.5,6.0,6.5,4.0,1.0,2.0,7.0,5.5,Battle Beast,Final Battle Peak (Comics),Invincible,36.02,31.33,11.48,31.33,6.0,5.0,22.5,31.33,2.5,4.0,2.5,2.5,1.0,1.0,8.5,3.5,
Satoru Gojo,Shinjuku Showdown Arc,Jujutsu Kaisen,17.02,15.12,3.07,15.12,9.0,5.0,7.5,15.12,7.0,1.0,2.0,6.5,6.0,7.5,8.0,7.0,Omni-Man,Final Battle Peak (Comics),Invincible,31.33,31.33,11.48,31.33,8.0,5.0,22.5,31.33,2.5,4.5,2.0,4.5,1.0,1.0,7.5,3.0,
Megumi Fushiguro,Mahoraga,Jujutsu Kaisen,15.12,15.12,1.87,15.12,7.0,4.0,7.5,16.119999999999997,5.5,2.0,7.0,4.5,1.0,1.0,5.0,5.5,Thragg,Post-Timeskip (Comics),Invincible,36.02,31.33,11.48,31.33,8.0,5.0,22.5,31.33,2.5,5.0,2.5,4.0,1.0,1.0,8.5,3.5,
Kakashi Hatake,DMS (Dual Mangekyo Sharingan),Naruto,31.33,33.3,9.93,33.3,9.0,5.0,19.5,33.3,3.5,1.0,4.0,7.5,7.0,2.0,5.5,5.0,Escanor,The One Ultimate,Seven Deadly Sins,57.8,57.8,9.43,57.8,8.0,5.0,19.5,57.8,5.0,2.5,9.5,4.0,1.0,1.5,8.5,7.0,
Goku,MUI (Perfected Ultra Instinct),Dragon Ball Universe,97.0,96.5,11.48,96.5,6.0,5.0,10.5,96.5,5.0,2.0,9.5,9.5,2.0,1.0,9.5,8.0,King,Full Wings / Form One,Seven Deadly Sins,57.8,57.8,8.93,57.8,9.0,5.0,16.5,57.8,7.0,2.5,7.0,7.5,2.0,2.0,6.5,6.0,
Goku,MUI (Perfected Ultra Instinct),Dragon Ball Universe,97.0,96.5,11.48,96.5,6.0,5.0,10.5,96.5,5.0,2.0,9.5,9.5,2.0,1.0,9.5,8.0,Adult Gon,Adult Form,Hunter x Hunter,17.02,17.02,4.87,16.02,8.0,5.0,7.5,17.02,4.0,1.0,9.5,4.5,1.0,1.0,6.5,3.0,
Star and Stripe,New Order Active,My Hero Academia,24.12,24.12,8.33,24.12,8.0,5.0,16.5,24.12,7.5,1.0,8.5,5.5,3.5,4.0,6.0,4.5,Feitan Portor,Pain Packer,Hunter x Hunter,13.0,13.89,3.37,13.89,7.0,5.0,4.55,13.0,5.0,1.0,6.0,3.0,1.0,1.0,5.5,3.5,
Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),Naruto,34.7,33.3,9.93,33.3,8.0,5.0,22.5,33.3,7.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,Hashirama Senju,Sage Mode / War Arc,Naruto,29.59,27.18,8.93,27.18,8.0,100.0,19.5,27.18,4.0,7.5,6.0,3.5,1.0,3.5,7.0,5.0,
Gohan,Beast Form / Super Hero Arc,Dragon Ball Universe,97.0,96.5,11.48,96.5,8.0,5.0,10.5,96.5,5.0,1.5,9.0,7.5,1.5,1.0,9.0,6.5,Estarossa,Post-Commandment Absorption,Seven Deadly Sins,51.38,51.38,7.85,51.38,7.0,5.0,16.5,51.38,6.5,7.0,8.0,5.0,2.0,7.0,7.5,7.5,
Vegeta,Ultra Ego / Granolah Arc Peak,Dragon Ball Universe,97.0,96.5,11.48,96.5,7.0,5.0,10.5,96.5,5.0,2.5,9.5,8.0,5.5,2.5,9.0,8.0,Isaac Netero,Zero Hand Active,Hunter x Hunter,17.02,17.02,4.87,13.0,9.0,5.0,7.5,15.12,5.0,1.0,7.0,2.5,1.0,2.0,4.5,3.5,
Frieza,Black Frieza Form,Dragon Ball Universe,97.0,96.5,11.48,96.5,8.0,5.0,10.5,96.5,4.0,7.0,9.5,6.5,2.0,1.5,9.5,7.0,Yuno,Spirit of Zephyr / Spirit Dive,Black Clover,29.68,30.26,11.48,30.26,9.0,5.0,22.5,30.26,4.5,2.0,7.0,7.5,4.0,1.5,5.5,5.5,
Toji Fushiguro,Peak Form,Jujutsu Kaisen,15.12,15.12,3.07,15.12,8.0,5.0,7.5,15.12,3.0,1.0,2.0,4.5,1.0,1.0,5.5,6.5,Muzan,True Form,Demon Slayer,16.92,16.92,8.35,16.02,9.0,100.0,5.35,16.92,3.0,7.5,4.0,4.0,1.0,3.0,6.5,4.0,
Kakashi Hatake,DMS (Dual Mangekyo Sharingan),Naruto,31.33,33.3,9.93,33.3,9.0,5.0,19.5,33.3,3.5,1.0,4.0,7.5,7.0,2.0,5.5,5.0,All Might,Prime,My Hero Academia,27.18,24.89,8.93,24.89,8.0,5.0,16.5,24.89,1.5,1.5,4.0,2.0,1.0,1.0,5.5,2.0,
Muzan,True Form,Demon Slayer,16.92,16.92,8.35,16.02,9.0,100.0,5.35,16.92,3.0,7.5,4.0,4.0,1.0,3.0,6.5,4.0,Kaguya Otsutsuki,Truth Seeker Orbs,Naruto,51.38,51.38,10.93,33.3,6.0,5.0,22.5,33.3,8.5,7.0,6.5,8.0,9.0,7.0,8.0,8.0,
Yuji Itadori,Complete Sukuna Gauntlet Peak,Jujutsu Kaisen,15.12,15.12,3.07,15.12,8.0,5.0,7.5,16.119999999999997,5.5,2.5,5.0,4.0,1.0,6.5,5.5,5.0,Hulk,Devil Hulk (Comics),Marvel,94.5,94.5,11.48,94.5,10.0,5.0,100.0,94.5,4.0,9.0,8.5,2.5,1.5,4.0,9.5,8.0,
Madara Uchiha,Jubi Jinchuriki (Shinju Absorbed),Naruto,34.7,33.3,9.93,33.3,8.0,5.0,22.5,33.3,7.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,Meruem,Post-Rose / Great King,Hunter x Hunter,18.12,18.62,4.87,18.62,10.0,5.0,7.5,18.62,6.0,8.0,7.5,4.0,1.0,3.5,8.0,6.5,
Gon Freecss,Ryu and Ko,Hunter x Hunter,13.0,12.12,3.37,12.12,8.0,5.0,4.55,13.0,1.5,1.0,3.5,1.5,1.0,1.0,2.5,1.5,Hisoka Morow,Ryu and Ko,Hunter x Hunter,13.0,13.0,3.67,13.0,9.0,5.0,5.35,13.0,2.0,3.5,3.0,4.5,1.0,1.5,3.0,2.0,
King,Full Wings / Form One,Seven Deadly Sins,57.8,57.8,8.93,57.8,9.0,5.0,16.5,57.8,7.0,2.5,7.0,7.5,2.0,2.0,6.5,6.0,Diane,Post-Training / Gideon,Seven Deadly Sins,51.38,51.38,8.93,57.8,8.0,5.0,16.5,51.38,2.5,2.0,4.0,2.0,1.0,1.0,5.5,3.0,
Ban,Post-Purgatory with Snatch,Seven Deadly Sins,57.8,57.8,9.43,57.8,8.0,100.0,20.0,57.8,4.0,8.5,7.5,4.5,1.0,1.5,8.0,6.5,Zeldris,3rd Demon Mark,Seven Deadly Sins,57.8,57.8,9.43,57.8,9.0,5.0,16.5,57.8,6.5,6.5,7.5,6.5,2.0,7.5,7.5,7.5,
Naruto Uzumaki,Baryon Mode,Naruto,51.38,51.38,10.93,51.38,9.0,5.0,22.5,51.38,3.0,4.0,8.0,3.5,1.5,2.0,6.5,5.0,Escanor,The One Ultimate,Seven Deadly Sins,57.8,57.8,9.43,57.8,8.0,5.0,19.5,57.8,5.0,2.5,9.5,4.0,1.0,1.5,8.5,7.0,
Nanami Kento,Shibuya Incident Peak,Jujutsu Kaisen,12.12,11.62,1.87,11.62,8.0,5.0,3.35,11.14,4.5,1.0,3.0,2.0,1.0,1.0,3.0,2.5,Star and Stripe,New Order Active,My Hero Academia,24.12,24.12,8.33,24.12,8.0,5.0,16.5,24.12,7.5,1.0,8.5,5.5,3.5,4.0,6.0,4.5,
Izuku Midoriya,Fa Jin / Gearshift / Full cowl,My Hero Academia,27.18,27.18,9.43,25.77,8.0,5.0,16.5,27.18,2.5,1.5,7.5,5.5,2.0,1.0,5.5,3.0,Cell,Perfect Form,Dragon Ball Universe,51.38,43.98,11.48,43.98,9.0,5.0,10.5,43.98,4.5,8.5,7.5,5.5,1.0,1.5,7.5,6.0,
Feitan Portor,Pain Packer,Hunter x Hunter,13.0,13.89,3.37,13.89,7.0,5.0,4.55,13.0,5.0,1.0,6.0,3.0,1.0,1.0,5.5,3.5,Allen the Alien,Second Evolution (Comics),Invincible,32.9,32.9,11.48,32.9,8.0,5.0,22.5,32.9,2.0,8.0,5.0,3.5,1.0,1.0,8.0,3.0,
Kakashi Hatake,DMS (Dual Mangekyo Sharingan),Naruto,31.33,33.3,9.93,33.3,9.0,5.0,19.5,33.3,3.5,1.0,4.0,7.5,7.0,2.0,5.5,5.0,Diane,Post-Training / Gideon,Seven Deadly Sins,51.38,51.38,8.93,57.8,8.0,5.0,16.5,51.38,2.5,2.0,4.0,2.0,1.0,1.0,5.5,3.0,
Future Trunks,Sword of Hope / Zamasu Fight,Dragon Ball Universe,97.0,96.5,11.48,96.5,8.0,5.0,10.5,96.5,5.0,1.5,9.0,6.0,4.0,1.0,8.5,7.0,Meruem,Post-Rose / Great King,Hunter x Hunter,18.12,18.62,4.87,18.62,10.0,5.0,7.5,18.62,6.0,8.0,7.5,4.0,1.0,3.5,8.0,6.5,
Ryomen Sukuna,True Form / Full Power,Jujutsu Kaisen,17.02,17.02,8.93,15.62,9.0,5.0,10.5,16.119999999999997,8.0,8.0,7.5,6.5,7.5,7.5,7.5,8.0,Atom Eve,Second Resurrection (Comics),Invincible,31.33,31.33,5.51,31.33,9.0,3.0,22.5,2.25,9.0,9.5,8.5,7.0,1.5,1.5,9.0,7.5,
Allen the Alien,Second Evolution (Comics),Invincible,32.9,32.9,11.48,32.9,8.0,5.0,22.5,32.9,2.0,8.0,5.0,3.5,1.0,1.0,8.0,3.0,Hulk,Devil Hulk (Comics),Marvel,94.5,94.5,11.48,94.5,10.0,5.0,100.0,94.5,4.0,9.0,8.5,2.5,1.5,4.0,9.5,8.0,
Krillin,Super Hero Arc / Destructo Disc,Dragon Ball Universe,97.0,96.5,11.48,96.0,8.0,5.0,13.5,96.0,4.0,1.0,3.0,2.5,1.0,1.0,5.0,3.5,Gon Freecss,Ryu and Ko,Hunter x Hunter,13.0,12.12,3.37,12.12,8.0,5.0,4.55,13.0,1.5,1.0,3.5,1.5,1.0,1.0,2.5,1.5,
Mahito,True form,Jujutsu Kaisen,12.12,12.12,1.87,12.12,9.0,5.0,3.35,12.12,8.0,6.5,5.0,4.0,1.0,9.0,5.5,5.0,Adult Gon,Adult Form,Hunter x Hunter,17.02,17.02,4.87,16.02,8.0,5.0,7.5,17.02,4.0,1.0,9.5,4.5,1.0,1.0,6.5,3.0,
Muzan,True Form,Demon Slayer,16.92,16.92,8.35,16.02,9.0,100.0,5.35,16.92,3.0,7.5,4.0,4.0,1.0,3.0,6.5,4.0,Star and Stripe,New Order Active,My Hero Academia,24.12,24.12,8.33,24.12,8.0,5.0,16.5,24.12,7.5,1.0,8.5,5.5,3.5,4.0,6.0,4.5,
Ryomen Sukuna,True Form / Full Power,Jujutsu Kaisen,17.02,17.02,8.93,15.62,9.0,5.0,10.5,16.119999999999997,8.0,8.0,7.5,6.5,7.5,7.5,7.5,8.0,Allen the Alien,Second Evolution (Comics),Invincible,32.9,32.9,11.48,32.9,8.0,5.0,22.5,32.9,2.0,8.0,5.0,3.5,1.0,1.0,8.0,3.0,
Goku,MUI (Perfected Ultra Instinct),Dragon Ball Universe,97.0,96.5,11.48,96.5,6.0,5.0,10.5,96.5,5.0,2.0,9.5,9.5,2.0,1.0,9.5,8.0,Atom Eve,Second Resurrection (Comics),Invincible,31.33,31.33,5.51,31.33,9.0,3.0,22.5,2.25,9.0,9.5,8.5,7.0,1.5,1.5,9.0,7.5,
Piccolo,Orange Form / Super Hero Arc,Dragon Ball Universe,97.0,96.5,11.48,96.5,9.0,5.0,13.5,96.5,4.0,7.5,8.0,6.5,2.0,2.5,8.5,6.5,Isaac Netero,Zero Hand Active,Hunter x Hunter,17.02,17.02,4.87,13.0,9.0,5.0,7.5,15.12,5.0,1.0,7.0,2.5,1.0,2.0,4.5,3.5,
Naruto Uzumaki,Baryon Mode,Naruto,51.38,51.38,10.93,51.38,9.0,5.0,22.5,51.38,3.0,4.0,8.0,3.5,1.5,2.0,6.5,5.0,Minato Namikaze,Edo Tensei,Naruto,27.18,27.18,8.93,27.18,10.0,100.0,16.5,27.18,3.5,2.0,5.5,9.5,7.0,2.0,5.5,4.0,
Tomura Shigaraki,Post-Surgery / Complete,My Hero Academia,25.77,25.77,8.48,25.77,9.0,5.0,16.5,24.12,8.5,6.0,6.5,4.0,1.0,2.0,7.0,5.5,Omni-Man,Final Battle Peak (Comics),Invincible,31.33,31.33,11.48,31.33,8.0,5.0,22.5,31.33,2.5,4.5,2.0,4.5,1.0,1.0,7.5,3.0,
